Z,N1,M1,N3,M3,N5,M5
9142.5,1.53E-06,1.32E-06,3.02E-07,5.12E-07,5.54E-07,5.12E-07
9150,1.15E-06,1.31E-06,5.60E-07,5.11E-07,4.10E-07,5.11E-07
9157.5,1.15E-06,1.31E-06,3.80E-07,5.11E-07,7.01E-07,5.11E-07
9165,1.02E-06,1.31E-06,5.88E-07,5.10E-07,5.57E-07,5.10E-07
9172.5,1.67E-06,1.31E-06,5.37E-07,5.10E-07,2.66E-07,5.10E-07
9180,1.15E-06,1.31E-06,4.60E-07,5.09E-07,4.13E-07,5.09E-07
9187.5,8.97E-07,1.30E-06,6.43E-07,5.09E-07,4.13E-07,5.09E-07
9195,1.42E-06,1.30E-06,4.61E-07,5.08E-07,4.14E-07,5.08E-07
9202.5,1.55E-06,1.30E-06,4.10E-07,5.08E-07,1.21E-07,5.08E-07
9210,1.55E-06,1.30E-06,3.85E-07,5.07E-07,1.21E-07,5.07E-07
9217.5,1.55E-06,1.30E-06,3.33E-07,5.07E-07,1.45E-06,5.07E-07
9225,1.16E-06,1.30E-06,5.96E-07,5.06E-07,8.59E-07,5.06E-07
9232.5,1.04E-06,1.29E-06,6.23E-07,5.06E-07,4.17E-07,5.06E-07
9240,6.46E-07,1.29E-06,6.24E-07,5.05E-07,2.70E-07,5.05E-07
9247.5,1.56E-06,1.29E-06,5.46E-07,5.05E-07,4.19E-07,5.05E-07
9255,7.79E-07,1.29E-06,5.47E-07,5.04E-07,1.23E-07,5.04E-07
9262.5,1.30E-06,1.29E-06,3.36E-07,5.04E-07,2.71E-07,5.04E-07
9270,9.13E-07,1.29E-06,7.87E-07,5.03E-07,2.72E-07,5.03E-07
9277.5,1.70E-06,1.28E-06,3.37E-07,5.03E-07,2.72E-07,5.03E-07
9285,2.23E-06,1.28E-06,4.44E-07,5.02E-07,5.71E-07,5.02E-07
9292.5,1.18E-06,1.28E-06,6.04E-07,5.02E-07,1.24E-07,5.02E-07
9300,1.98E-06,1.28E-06,7.39E-07,5.01E-07,4.23E-07,5.01E-07
9307.5,1.32E-06,1.28E-06,4.73E-07,5.01E-07,7.24E-07,5.01E-07
9315,7.89E-07,1.28E-06,3.93E-07,5.00E-07,1.24E-07,5.00E-07
9322.5,9.23E-07,1.27E-06,5.01E-07,5.00E-07,5.76E-07,5.00E-07
9330,1.46E-06,1.27E-06,5.82E-07,4.99E-07,7.28E-07,4.99E-07
9337.5,2.13E-06,1.27E-06,5.57E-07,4.99E-07,5.78E-07,4.99E-07
9345,1.46E-06,1.27E-06,5.57E-07,4.98E-07,1.25E-07,4.98E-07
9352.5,6.62E-07,1.27E-06,8.01E-07,4.98E-07,5.80E-07,4.98E-07
9360,1.33E-06,1.27E-06,3.97E-07,4.97E-07,1.25E-07,4.97E-07
9367.5,1.60E-06,1.26E-06,4.79E-07,4.97E-07,2.78E-07,4.97E-07
9375,1.47E-06,1.26E-06,6.69E-07,4.96E-07,8.87E-07,4.96E-07
9382.5,8.01E-07,1.26E-06,5.62E-07,4.96E-07,4.31E-07,4.96E-07
9390,2.15E-06,1.26E-06,5.90E-07,4.95E-07,2.79E-07,4.95E-07
9397.5,1.34E-06,1.26E-06,4.82E-07,4.95E-07,1.26E-07,4.95E-07
9405,1.21E-06,1.26E-06,5.10E-07,4.94E-07,2.80E-07,4.94E-07
9412.5,1.35E-06,1.26E-06,6.47E-07,4.94E-07,5.87E-07,4.94E-07
9420,1.62E-06,1.25E-06,3.48E-07,4.93E-07,5.88E-07,4.93E-07
9427.5,1.49E-06,1.25E-06,7.04E-07,4.93E-07,4.35E-07,4.93E-07
9435,1.63E-06,1.25E-06,3.76E-07,4.92E-07,2.82E-07,4.92E-07
9442.5,9.47E-07,1.25E-06,5.14E-07,4.92E-07,7.46E-07,4.92E-07
9450,1.36E-06,1.25E-06,4.32E-07,4.91E-07,7.47E-07,4.91E-07
9457.5,1.63E-06,1.25E-06,3.78E-07,4.91E-07,1.28E-07,4.91E-07
9465,1.50E-06,1.24E-06,4.34E-07,4.90E-07,1.28E-07,4.90E-07
9472.5,1.09E-06,1.24E-06,4.07E-07,4.90E-07,5.95E-07,4.90E-07
9480,1.50E-06,1.24E-06,4.35E-07,4.89E-07,2.84E-07,4.89E-07
9487.5,1.37E-06,1.24E-06,4.91E-07,4.89E-07,4.41E-07,4.89E-07
9495,1.37E-06,1.24E-06,2.14E-07,4.88E-07,1.29E-07,4.88E-07
9502.5,9.60E-07,1.24E-06,4.93E-07,4.88E-07,9.11E-07,4.88E-07
9510,6.85E-07,1.23E-06,3.54E-07,4.87E-07,4.43E-07,4.87E-07
9517.5,1.52E-06,1.23E-06,5.50E-07,4.87E-07,9.14E-07,4.87E-07
9525,6.87E-07,1.23E-06,5.51E-07,4.87E-07,1.07E-06,4.87E-07
9532.5,9.66E-07,1.23E-06,3.56E-07,4.86E-07,9.17E-07,4.86E-07
9540,1.25E-06,1.23E-06,6.37E-07,4.86E-07,1.30E-07,4.86E-07
9547.5,5.51E-07,1.23E-06,5.82E-07,4.85E-07,6.04E-07,4.85E-07
9555,1.53E-06,1.22E-06,4.14E-07,4.85E-07,1.31E-07,4.85E-07
9562.5,1.81E-06,1.22E-06,7.53E-07,4.84E-07,4.48E-07,4.84E-07
9570,1.53E-06,1.22E-06,4.43E-07,4.84E-07,1.31E-07,4.84E-07
9577.5,1.96E-06,1.22E-06,5.29E-07,4.83E-07,6.08E-07,4.83E-07
9585,1.40E-06,1.22E-06,6.71E-07,4.83E-07,6.09E-07,4.83E-07
9592.5,5.56E-07,1.22E-06,5.87E-07,4.82E-07,7.69E-07,4.82E-07
9600,8.38E-07,1.22E-06,4.46E-07,4.82E-07,-2.78E-08,4.82E-07
9607.5,1.12E-06,1.21E-06,5.32E-07,4.81E-07,2.92E-07,4.81E-07
9615,1.83E-06,1.21E-06,5.62E-07,4.81E-07,-2.79E-08,4.81E-07
9622.5,4.18E-07,1.21E-06,3.63E-07,4.80E-07,4.53E-07,4.80E-07
9630,1.41E-06,1.21E-06,3.63E-07,4.80E-07,2.93E-07,4.80E-07
9637.5,8.45E-07,1.21E-06,6.50E-07,4.79E-07,2.94E-07,4.79E-07
9645,8.46E-07,1.21E-06,5.65E-07,4.79E-07,2.94E-07,4.79E-07
9652.5,1.56E-06,1.20E-06,3.65E-07,4.78E-07,1.59E-06,4.78E-07
9660,1.99E-06,1.20E-06,4.81E-07,4.78E-07,4.57E-07,4.78E-07
9667.5,1.14E-06,1.20E-06,4.52E-07,4.77E-07,1.34E-07,4.77E-07
9675,1.28E-06,1.20E-06,3.95E-07,4.77E-07,7.83E-07,4.77E-07
9682.5,1.86E-06,1.20E-06,3.96E-07,4.77E-07,1.34E-07,4.77E-07
9690,5.67E-07,1.20E-06,2.81E-07,4.76E-07,1.34E-07,4.76E-07
9697.5,1.86E-06,1.19E-06,5.42E-07,4.76E-07,2.98E-07,4.76E-07
9705,8.57E-07,1.19E-06,3.11E-07,4.75E-07,-2.84E-08,4.75E-07
9712.5,1.15E-06,1.19E-06,4.86E-07,4.75E-07,7.89E-07,4.75E-07
9720,2.82E-07,1.19E-06,5.45E-07,4.74E-07,6.26E-07,4.74E-07
9727.5,1.87E-06,1.19E-06,4.58E-07,4.74E-07,7.91E-07,4.74E-07
9735,1.01E-06,1.19E-06,3.13E-07,4.73E-07,3.00E-07,4.73E-07
9742.5,8.64E-07,1.19E-06,4.89E-07,4.73E-07,4.65E-07,4.73E-07
9750,1.16E-06,1.18E-06,5.48E-07,4.72E-07,6.30E-07,4.72E-07
9757.5,1.01E-06,1.18E-06,3.14E-07,4.72E-07,4.66E-07,4.72E-07
9765,8.68E-07,1.18E-06,3.73E-07,4.71E-07,7.97E-07,4.71E-07
9772.5,1.31E-06,1.18E-06,3.74E-07,4.71E-07,3.02E-07,4.71E-07
9780,1.02E-06,1.18E-06,4.04E-07,4.70E-07,3.03E-07,4.70E-07
9787.5,1.16E-06,1.18E-06,6.11E-07,4.70E-07,1.37E-07,4.70E-07
9795,7.26E-07,1.17E-06,3.76E-07,4.70E-07,3.04E-07,4.70E-07
9802.5,5.81E-07,1.17E-06,5.54E-07,4.69E-07,1.38E-07,4.69E-07
9810,1.02E-06,1.17E-06,4.66E-07,4.69E-07,-2.90E-08,4.69E-07
9817.5,8.77E-07,1.17E-06,5.56E-07,4.68E-07,1.38E-07,4.68E-07
9825,1.17E-06,1.17E-06,4.97E-07,4.68E-07,8.07E-07,4.68E-07
9832.5,1.47E-06,1.17E-06,4.08E-07,4.67E-07,8.08E-07,4.67E-07
9840,8.81E-07,1.17E-06,2.90E-07,4.67E-07,9.77E-07,4.67E-07
9847.5,1.62E-06,1.16E-06,5.59E-07,4.66E-07,4.75E-07,4.66E-07
9855,1.18E-06,1.16E-06,3.21E-07,4.66E-07,3.07E-07,4.66E-07
9862.5,1.48E-06,1.16E-06,4.41E-07,4.65E-07,9.82E-07,4.65E-07
9870,7.37E-07,1.16E-06,2.01E-07,4.65E-07,1.15E-06,4.65E-07
9877.5,1.48E-06,1.16E-06,3.22E-07,4.64E-07,3.09E-07,4.64E-07
9885,8.89E-07,1.16E-06,3.83E-07,4.64E-07,4.78E-07,4.64E-07
9892.5,1.04E-06,1.16E-06,4.44E-07,4.63E-07,3.10E-07,4.63E-07
9900,7.42E-07,1.15E-06,5.05E-07,4.63E-07,9.89E-07,4.63E-07
9907.5,7.43E-07,1.15E-06,4.15E-07,4.63E-07,6.51E-07,4.63E-07
9915,4.44E-07,1.15E-06,2.33E-07,4.62E-07,6.52E-07,4.62E-07
9922.5,1.35E-06,1.15E-06,5.07E-07,4.62E-07,3.11E-07,4.62E-07
9930,1.35E-06,1.15E-06,4.47E-07,4.61E-07,8.25E-07,4.61E-07
9937.5,8.98E-07,1.15E-06,4.78E-07,4.61E-07,4.84E-07,4.61E-07
9945,4.47E-07,1.15E-06,4.79E-07,4.60E-07,4.84E-07,4.60E-07
9952.5,1.20E-06,1.14E-06,3.27E-07,4.60E-07,1.42E-07,4.60E-07
9960,1.21E-06,1.14E-06,3.27E-07,4.59E-07,6.58E-07,4.59E-07
9967.5,6.00E-07,1.14E-06,4.50E-07,4.59E-07,6.59E-07,4.59E-07
9975,1.51E-06,1.14E-06,4.20E-07,4.58E-07,6.60E-07,4.58E-07
9982.5,1.06E-06,1.14E-06,6.05E-07,4.58E-07,4.88E-07,4.58E-07
9990,1.21E-06,1.14E-06,4.83E-07,4.58E-07,1.43E-07,4.58E-07
9997.5,1.06E-06,1.13E-06,4.84E-07,4.57E-07,1.43E-07,4.57E-07
10005,1.06E-06,1.13E-06,4.85E-07,4.57E-07,1.18E-06,4.57E-07
10012.5,1.07E-06,1.13E-06,3.93E-07,4.56E-07,1.53E-06,4.56E-07
10020,4.53E-07,1.13E-06,3.31E-07,4.56E-07,6.66E-07,4.56E-07
10027.5,9.15E-07,1.13E-06,3.94E-07,4.55E-07,3.18E-07,4.55E-07
10035,3.01E-07,1.13E-06,3.01E-07,4.55E-07,3.19E-07,4.55E-07
10042.5,4.55E-07,1.13E-06,4.26E-07,4.54E-07,6.69E-07,4.54E-07
10050,7.65E-07,1.12E-06,3.02E-07,4.54E-07,1.02E-06,4.54E-07
10057.5,6.11E-07,1.12E-06,4.90E-07,4.53E-07,4.95E-07,4.53E-07
10065,6.12E-07,1.12E-06,3.34E-07,4.53E-07,6.72E-07,4.53E-07
10072.5,1.08E-06,1.12E-06,2.72E-07,4.53E-07,3.21E-07,4.53E-07
10080,1.39E-06,1.12E-06,2.73E-07,4.52E-07,3.21E-07,4.52E-07
10087.5,1.48E-07,1.12E-06,5.24E-07,4.52E-07,3.22E-07,4.52E-07
10095,1.24E-06,1.12E-06,5.25E-07,4.51E-07,3.22E-07,4.51E-07
10102.5,1.24E-06,1.11E-06,4.00E-07,4.51E-07,6.77E-07,4.51E-07
10110,6.18E-07,1.11E-06,4.32E-07,4.50E-07,5.00E-07,4.50E-07
10117.5,1.40E-06,1.11E-06,1.80E-07,4.50E-07,1.46E-07,4.50E-07
10125,7.76E-07,1.11E-06,2.12E-07,4.49E-07,5.02E-07,4.49E-07
10132.5,1.25E-06,1.11E-06,4.34E-07,4.49E-07,5.03E-07,4.49E-07
10140,1.25E-06,1.11E-06,4.66E-07,4.49E-07,5.03E-07,4.49E-07
10147.5,9.37E-07,1.11E-06,3.72E-07,4.48E-07,6.83E-07,4.48E-07
10155,6.23E-07,1.10E-06,4.36E-07,4.48E-07,3.26E-07,4.48E-07
10162.5,1.57E-06,1.10E-06,2.77E-07,4.47E-07,5.06E-07,4.47E-07
10170,9.41E-07,1.10E-06,4.05E-07,4.47E-07,6.86E-07,4.47E-07
10177.5,1.10E-06,1.10E-06,5.01E-07,4.46E-07,1.48E-07,4.46E-07
10185,2.05E-06,1.10E-06,4.70E-07,4.46E-07,-3.13E-08,4.46E-07
10192.5,1.42E-06,1.10E-06,3.43E-07,4.45E-07,6.89E-07,4.45E-07
10200,6.29E-07,1.10E-06,3.43E-07,4.45E-07,1.49E-07,4.45E-07
10207.5,1.11E-06,1.09E-06,2.15E-07,4.44E-07,3.30E-07,4.44E-07
10215,7.90E-07,1.09E-06,5.70E-07,4.44E-07,5.11E-07,4.44E-07
10222.5,7.91E-07,1.09E-06,5.06E-07,4.44E-07,3.31E-07,4.44E-07
10230,6.32E-07,1.09E-06,5.07E-07,4.43E-07,5.12E-07,4.43E-07
10237.5,1.11E-06,1.09E-06,3.78E-07,4.43E-07,3.32E-07,4.43E-07
10245,1.28E-06,1.09E-06,4.43E-07,4.42E-07,-3.17E-08,4.42E-07
10252.5,1.60E-06,1.09E-06,3.47E-07,4.42E-07,-3.17E-08,4.42E-07
10260,1.76E-06,1.09E-06,5.75E-07,4.41E-07,5.15E-07,4.41E-07
10267.5,1.28E-06,1.08E-06,3.80E-07,4.41E-07,3.34E-07,4.41E-07
10275,1.77E-06,1.08E-06,3.48E-07,4.41E-07,5.17E-07,4.41E-07
10282.5,8.00E-07,1.08E-06,5.12E-07,4.40E-07,1.51E-07,4.40E-07
10290,1.45E-06,1.08E-06,3.49E-07,4.40E-07,1.07E-06,4.40E-07
10297.5,1.61E-06,1.08E-06,4.48E-07,4.39E-07,5.19E-07,4.39E-07
10305,1.78E-06,1.08E-06,4.49E-07,4.39E-07,1.52E-07,4.39E-07
10312.5,1.62E-06,1.08E-06,6.13E-07,4.38E-07,7.05E-07,4.38E-07
10320,9.69E-07,1.07E-06,2.86E-07,4.38E-07,7.06E-07,4.38E-07
10327.5,1.30E-06,1.07E-06,4.18E-07,4.37E-07,-3.22E-08,4.37E-07
10335,6.45E-07,1.07E-06,4.18E-07,4.37E-07,7.08E-07,4.37E-07
10342.5,1.79E-06,1.07E-06,4.52E-07,4.37E-07,3.38E-07,4.37E-07
10350,1.14E-06,1.07E-06,2.54E-07,4.36E-07,1.53E-07,4.36E-07
10357.5,9.76E-07,1.07E-06,2.55E-07,4.36E-07,1.54E-07,4.36E-07
10365,4.85E-07,1.07E-06,5.20E-07,4.35E-07,5.26E-07,4.35E-07
10372.5,1.47E-06,1.06E-06,3.88E-07,4.35E-07,1.54E-07,4.35E-07
10380,1.14E-06,1.06E-06,3.56E-07,4.34E-07,9.01E-07,4.34E-07
10387.5,1.31E-06,1.06E-06,3.56E-07,4.34E-07,3.41E-07,4.34E-07
10395,8.18E-07,1.06E-06,2.23E-07,4.34E-07,-3.26E-08,4.34E-07
10402.5,1.15E-06,1.06E-06,4.24E-07,4.33E-07,1.55E-07,4.33E-07
10410,1.48E-06,1.06E-06,3.58E-07,4.33E-07,5.31E-07,4.33E-07
10417.5,8.22E-07,1.06E-06,3.25E-07,4.32E-07,-3.27E-08,4.32E-07
10425,4.91E-07,1.05E-06,3.25E-07,4.32E-07,5.32E-07,4.32E-07
10432.5,8.24E-07,1.05E-06,3.26E-07,4.31E-07,9.10E-07,4.31E-07
10440,4.92E-07,1.05E-06,6.28E-07,4.31E-07,3.45E-07,4.31E-07
10447.5,9.93E-07,1.05E-06,5.62E-07,4.30E-07,9.13E-07,4.30E-07
10455,8.27E-07,1.05E-06,4.62E-07,4.30E-07,5.35E-07,4.30E-07
10462.5,9.96E-07,1.05E-06,5.30E-07,4.30E-07,3.46E-07,4.30E-07
10470,1.16E-06,1.05E-06,2.94E-07,4.29E-07,5.37E-07,4.29E-07
10477.5,1.17E-06,1.05E-06,3.28E-07,4.29E-07,1.57E-07,4.29E-07
10485,1.00E-06,1.04E-06,4.31E-07,4.28E-07,5.38E-07,4.28E-07
10492.5,1.00E-06,1.04E-06,5.67E-07,4.28E-07,1.58E-07,4.28E-07
10500,1.34E-06,1.04E-06,5.34E-07,4.27E-07,3.49E-07,4.27E-07
10507.5,3.30E-07,1.04E-06,7.05E-07,4.27E-07,1.58E-07,4.27E-07
10515,1.34E-06,1.04E-06,5.69E-07,4.27E-07,5.41E-07,4.27E-07
10522.5,1.35E-06,1.04E-06,5.70E-07,4.26E-07,1.58E-07,4.26E-07
10530,1.52E-06,1.04E-06,4.00E-07,4.26E-07,1.59E-07,4.26E-07
10537.5,5.01E-07,1.03E-06,4.01E-07,4.25E-07,3.51E-07,4.25E-07
10545,1.01E-06,1.03E-06,5.38E-07,4.25E-07,1.32E-06,4.25E-07
10552.5,1.01E-06,1.03E-06,4.70E-07,4.24E-07,7.38E-07,4.24E-07
10560,1.01E-06,1.03E-06,3.34E-07,4.24E-07,5.46E-07,4.24E-07
10567.5,1.87E-06,1.03E-06,4.72E-07,4.24E-07,5.47E-07,4.24E-07
10575,3.34E-07,1.03E-06,3.69E-07,4.23E-07,3.54E-07,4.23E-07
10582.5,1.19E-06,1.03E-06,4.73E-07,4.23E-07,3.54E-07,4.23E-07
10590,1.71E-06,1.03E-06,3.70E-07,4.22E-07,-3.38E-08,4.22E-07
10597.5,1.54E-06,1.02E-06,5.09E-07,4.22E-07,1.13E-06,4.22E-07
10605,1.71E-06,1.02E-06,3.71E-07,4.21E-07,-3.39E-08,4.21E-07
10612.5,5.08E-07,1.02E-06,5.45E-07,4.21E-07,5.51E-07,4.21E-07
10620,1.03E-06,1.02E-06,5.81E-07,4.21E-07,-3.40E-08,4.21E-07
10627.5,1.03E-06,1.02E-06,4.42E-07,4.20E-07,3.57E-07,4.20E-07
10635,8.56E-07,1.02E-06,4.43E-07,4.20E-07,1.62E-07,4.20E-07
10642.5,8.57E-07,1.02E-06,3.39E-07,4.19E-07,1.62E-07,4.19E-07
10650,3.39E-07,1.02E-06,5.49E-07,4.19E-07,1.62E-07,4.19E-07
10657.5,1.38E-06,1.01E-06,3.40E-07,4.19E-07,3.59E-07,4.19E-07
10665,1.03E-06,1.01E-06,5.16E-07,4.18E-07,3.60E-07,4.18E-07
10672.5,1.38E-06,1.01E-06,3.76E-07,4.18E-07,5.58E-07,4.18E-07
10680,8.63E-07,1.01E-06,1.30E-07,4.17E-07,7.56E-07,4.17E-07
10687.5,1.39E-06,1.01E-06,3.42E-07,4.17E-07,3.61E-07,4.17E-07
10695,1.39E-06,1.01E-06,1.66E-07,4.16E-07,5.60E-07,4.16E-07
10702.5,1.39E-06,1.01E-06,8.02E-07,4.16E-07,1.64E-07,4.16E-07
10710,5.18E-07,1.00E-06,1.66E-07,4.16E-07,3.63E-07,4.16E-07
10717.5,1.22E-06,1.00E-06,4.85E-07,4.15E-07,3.63E-07,4.15E-07
10725,1.05E-06,1.00E-06,2.38E-07,4.15E-07,5.63E-07,4.15E-07
10732.5,3.44E-07,1.00E-06,5.93E-07,4.14E-07,3.64E-07,4.14E-07
10740,8.73E-07,1.00E-06,5.23E-07,4.14E-07,-3.48E-08,4.14E-07
10747.5,5.21E-07,9.99E-07,3.46E-07,4.13E-07,-3.49E-08,4.13E-07
10755,8.76E-07,9.97E-07,2.75E-07,4.13E-07,-3.49E-08,4.13E-07
10762.5,2.29E-06,9.96E-07,3.82E-07,4.13E-07,-3.49E-08,4.13E-07
10770,3.46E-07,9.95E-07,3.11E-07,4.12E-07,1.66E-07,4.12E-07
10777.5,1.06E-06,9.94E-07,3.83E-07,4.12E-07,-3.50E-08,4.12E-07
10785,8.81E-07,9.92E-07,4.91E-07,4.11E-07,-3.51E-08,4.11E-07
10792.5,5.26E-07,9.91E-07,6.00E-07,4.11E-07,1.67E-07,4.11E-07
10800,1.42E-06,9.90E-07,5.65E-07,4.11E-07,5.71E-07,4.11E-07
10807.5,3.49E-07,9.88E-07,4.21E-07,4.10E-07,5.72E-07,4.10E-07
10815,1.06E-06,9.87E-07,3.86E-07,4.10E-07,7.75E-07,4.10E-07
10822.5,3.50E-07,9.86E-07,4.59E-07,4.09E-07,-3.53E-08,4.09E-07
10830,3.50E-07,9.85E-07,4.96E-07,4.09E-07,3.71E-07,4.09E-07
10837.5,1.43E-06,9.83E-07,2.79E-07,4.09E-07,1.39E-06,4.09E-07
10845,7.11E-07,9.82E-07,4.97E-07,4.08E-07,7.80E-07,4.08E-07
10852.5,7.12E-07,9.81E-07,2.43E-07,4.08E-07,7.81E-07,4.08E-07
10860,5.32E-07,9.80E-07,5.35E-07,4.07E-07,1.69E-07,4.07E-07
10867.5,1.07E-06,9.78E-07,6.08E-07,4.07E-07,5.78E-07,4.07E-07
10875,7.15E-07,9.77E-07,3.54E-07,4.06E-07,9.89E-07,4.06E-07
10882.5,1.08E-06,9.76E-07,3.18E-07,4.06E-07,5.80E-07,4.06E-07
10890,7.17E-07,9.75E-07,3.18E-07,4.06E-07,3.75E-07,4.06E-07
10897.5,1.73E-07,9.73E-07,4.65E-07,4.05E-07,3.76E-07,4.05E-07
10905,9.00E-07,9.72E-07,3.56E-07,4.05E-07,1.70E-07,4.05E-07
10912.5,7.20E-07,9.71E-07,3.56E-07,4.04E-07,7.89E-07,4.04E-07
10920,1.45E-06,9.70E-07,2.83E-07,4.04E-07,-3.60E-08,4.04E-07
10927.5,1.45E-06,9.69E-07,6.89E-07,4.04E-07,1.71E-07,4.04E-07
10935,7.23E-07,9.67E-07,1.37E-07,4.03E-07,-3.61E-08,4.03E-07
10942.5,7.23E-07,9.66E-07,3.58E-07,4.03E-07,5.86E-07,4.03E-07
10950,7.24E-07,9.65E-07,4.33E-07,4.02E-07,3.79E-07,4.02E-07
10957.5,7.26E-07,9.64E-07,5.81E-07,4.02E-07,3.80E-07,4.02E-07
10965,5.43E-07,9.62E-07,2.86E-07,4.02E-07,1.72E-07,4.02E-07
10972.5,1.28E-06,9.61E-07,1.75E-07,4.01E-07,3.81E-07,4.01E-07
10980,7.28E-07,9.60E-07,5.09E-07,4.01E-07,3.81E-07,4.01E-07
10987.5,1.47E-06,9.59E-07,3.98E-07,4.00E-07,-3.64E-08,4.00E-07
10995,9.15E-07,9.58E-07,4.36E-07,4.00E-07,5.92E-07,4.00E-07
11002.5,1.47E-06,9.56E-07,2.50E-07,4.00E-07,5.93E-07,4.00E-07
11010,5.47E-07,9.55E-07,4.37E-07,3.99E-07,3.83E-07,3.99E-07
11017.5,3.63E-07,9.54E-07,3.63E-07,3.99E-07,-3.66E-08,3.99E-07
11025,1.29E-06,9.53E-07,2.14E-07,3.98E-07,8.06E-07,3.98E-07
11032.5,1.48E-06,9.51E-07,3.64E-07,3.98E-07,8.07E-07,3.98E-07
11040,7.36E-07,9.50E-07,5.15E-07,3.97E-07,1.74E-07,3.97E-07
11047.5,1.78E-07,9.49E-07,4.03E-07,3.97E-07,3.86E-07,3.97E-07
11055,5.52E-07,9.48E-07,2.90E-07,3.97E-07,8.10E-07,3.97E-07
11062.5,1.30E-06,9.47E-07,2.91E-07,3.96E-07,1.75E-07,3.96E-07
11070,9.28E-07,9.45E-07,3.29E-07,3.96E-07,1.75E-07,3.96E-07
11077.5,1.68E-06,9.44E-07,2.54E-07,3.95E-07,1.76E-07,3.95E-07
11085,9.30E-07,9.43E-07,6.71E-07,3.95E-07,-3.71E-08,3.95E-07
11092.5,5.55E-07,9.42E-07,4.44E-07,3.95E-07,-3.71E-08,3.95E-07
11100,5.56E-07,9.41E-07,4.45E-07,3.94E-07,1.24E-06,3.94E-07
11107.5,5.57E-07,9.39E-07,4.07E-07,3.94E-07,1.77E-07,3.94E-07
11115,5.58E-07,9.38E-07,5.60E-07,3.93E-07,3.91E-07,3.93E-07
11122.5,9.37E-07,9.37E-07,4.85E-07,3.93E-07,8.20E-07,3.93E-07
11130,3.70E-07,9.36E-07,4.09E-07,3.93E-07,1.77E-07,3.93E-07
11137.5,7.50E-07,9.35E-07,2.95E-07,3.92E-07,3.92E-07,3.92E-07
11145,3.71E-07,9.34E-07,2.57E-07,3.92E-07,8.23E-07,3.92E-07
11152.5,5.62E-07,9.32E-07,2.95E-07,3.91E-07,6.09E-07,3.91E-07
11160,9.43E-07,9.31E-07,2.19E-07,3.91E-07,1.78E-07,3.91E-07
11167.5,5.63E-07,9.30E-07,4.88E-07,3.91E-07,1.78E-07,3.91E-07
11175,7.55E-07,9.29E-07,2.97E-07,3.90E-07,3.95E-07,3.90E-07
11182.5,9.47E-07,9.28E-07,1.81E-07,3.90E-07,6.12E-07,3.90E-07
11190,1.71E-06,9.26E-07,3.75E-07,3.89E-07,1.79E-07,3.89E-07
11197.5,1.14E-06,9.25E-07,3.75E-07,3.89E-07,3.97E-07,3.89E-07
11205,1.53E-06,9.24E-07,3.37E-07,3.89E-07,3.97E-07,3.89E-07
11212.5,1.34E-06,9.23E-07,6.09E-07,3.88E-07,1.80E-07,3.88E-07
11220,3.76E-07,9.22E-07,4.15E-07,3.88E-07,1.80E-07,3.88E-07
11227.5,1.15E-06,9.21E-07,2.99E-07,3.87E-07,1.80E-07,3.87E-07
11235,5.70E-07,9.19E-07,4.94E-07,3.87E-07,-3.81E-08,3.87E-07
11242.5,5.71E-07,9.18E-07,4.17E-07,3.87E-07,1.81E-07,3.87E-07
11250,3.78E-07,9.17E-07,1.84E-07,3.86E-07,6.20E-07,3.86E-07
11257.5,1.35E-06,9.16E-07,3.40E-07,3.86E-07,8.40E-07,3.86E-07
11265,1.15E-06,9.15E-07,2.62E-07,3.86E-07,-3.83E-08,3.86E-07
11272.5,9.62E-07,9.14E-07,3.80E-07,3.85E-07,-3.83E-08,3.85E-07
11280,9.63E-07,9.12E-07,4.59E-07,3.85E-07,6.23E-07,3.85E-07
11287.5,5.75E-07,9.11E-07,1.46E-07,3.84E-07,4.03E-07,3.84E-07
11295,3.81E-07,9.10E-07,3.03E-07,3.84E-07,6.25E-07,3.84E-07
11302.5,7.72E-07,9.09E-07,4.22E-07,3.84E-07,1.83E-07,3.84E-07
11310,1.55E-06,9.08E-07,2.64E-07,3.83E-07,1.83E-07,3.83E-07
11317.5,5.78E-07,9.07E-07,2.25E-07,3.83E-07,-3.86E-08,3.83E-07
11325,3.83E-07,9.06E-07,3.05E-07,3.82E-07,1.84E-07,3.82E-07
11332.5,5.80E-07,9.04E-07,1.86E-07,3.82E-07,6.29E-07,3.82E-07
11340,9.73E-07,9.03E-07,4.24E-07,3.82E-07,1.84E-07,3.82E-07
11347.5,1.37E-06,9.02E-07,3.46E-07,3.81E-07,4.07E-07,3.81E-07
11355,7.79E-07,9.01E-07,3.46E-07,3.81E-07,8.55E-07,3.81E-07
11362.5,9.77E-07,9.00E-07,3.86E-07,3.80E-07,4.08E-07,3.80E-07
11370,1.18E-06,8.99E-07,4.66E-07,3.80E-07,1.85E-07,3.80E-07
11377.5,1.18E-06,8.98E-07,2.28E-07,3.80E-07,4.10E-07,3.80E-07
11385,7.83E-07,8.96E-07,3.48E-07,3.79E-07,-3.91E-08,3.79E-07
11392.5,-8.88E-09,8.95E-07,3.88E-07,3.79E-07,-3.92E-08,3.79E-07
11400,1.90E-07,8.94E-07,3.09E-07,3.78E-07,1.86E-07,3.78E-07
11407.5,1.18E-06,8.93E-07,4.70E-07,3.78E-07,4.12E-07,3.78E-07
